Date,open,high,low,nifty,volume,turnover,Date
2015-11-17,7848.75,7860.45,7793.0,7837.55,149451211.0,6367.14,2015-11-17
2015-11-18,7823.15,7843.4,7725.05,7731.8,148037721.0,6112.32,2015-11-18
2015-11-19,7788.5,7854.9,7765.45,7842.75,136702518.0,7410.15,2015-11-19
2015-11-20,7841.9,7906.95,7817.8,7856.55,156610433.0,7298.01,2015-11-20
2015-11-23,7869.5,7877.5,7825.2,7849.25,130871603.0,6099.09,2015-11-23
2015-11-24,7837.0,7870.35,7812.65,7831.6,134562905.0,6686.27,2015-11-24
2015-11-26,7837.15,7897.1,7832.0,7883.8,226632193.0,11054.04,2015-11-26
2015-11-27,7910.6,7959.3,7879.45,7942.7,154863047.0,7068.72,2015-11-27
2015-11-30,7936.25,7966.0,7922.8,7935.25,223041699.0,15368.67,2015-11-30
2015-12-01,7958.15,7972.15,7934.15,7954.9,142945421.0,6796.67,2015-12-01
2015-12-02,7976.7,7979.3,7910.8,7931.35,130207404.0,6242.53,2015-12-02
2015-12-03,7902.3,7912.3,7853.3,7864.15,129628400.0,5636.41,2015-12-03
2015-12-04,7817.6,7821.4,7775.7,7781.9,157231681.0,7758.36,2015-12-04
2015-12-07,7816.55,7825.4,7746.05,7765.4,141893279.0,6403.97,2015-12-07
2015-12-08,7738.5,7771.25,7685.45,7701.7,139318392.0,5986.06,2015-12-08
2015-12-09,7695.5,7702.85,7606.9,7612.5,144315690.0,6599.6,2015-12-09
2015-12-10,7643.3,7691.95,7610.0,7683.3,145249292.0,6492.02,2015-12-10
2015-12-11,7699.6,7703.05,7575.3,7610.45,172996480.0,6894.44,2015-12-11
2015-12-14,7558.2,7663.95,7551.05,7650.05,153492615.0,6290.42,2015-12-14
2015-12-15,7659.15,7705.0,7625.1,7700.9,138479057.0,6152.14,2015-12-15
2015-12-16,7725.25,7776.6,7715.75,7750.9,159149338.0,6703.76,2015-12-16
2015-12-17,7783.05,7852.9,7737.55,7844.35,181256780.0,7367.15,2015-12-17
2015-12-18,7828.9,7836.15,7753.35,7761.95,197319843.0,8074.5,2015-12-18
2015-12-21,7745.65,7840.75,7733.45,7834.45,130174102.0,5558.38,2015-12-21
2015-12-22,7829.4,7846.3,7776.85,7786.1,129633328.0,5028.11,2015-12-22
2015-12-23,7830.45,7871.45,7826.1,7865.95,121480721.0,4663.45,2015-12-23
2015-12-24,7888.75,7888.75,7835.5,7861.05,96374245.0,3383.99,2015-12-24
2015-12-28,7863.2,7937.2,7863.0,7925.15,126737811.0,5755.48,2015-12-28
2015-12-29,7929.2,7942.15,7902.75,7928.95,116535971.0,4950.36,2015-12-29
2015-12-30,7938.6,7944.75,7889.85,7896.25,110145855.0,4392.87,2015-12-30
2015-12-31,7897.8,7955.55,7891.15,7946.35,155645098.0,6780.85,2015-12-31
2016-01-01,7938.45,7972.55,7909.8,7963.2,64843836.0,2613.91,2016-01-01
2016-01-04,7924.55,7937.55,7781.1,7791.3,138864905.0,5897.08,2016-01-04
2016-01-05,7828.4,7831.2,7763.25,7784.65,149672973.0,5948.51,2016-01-05
2016-01-06,7788.05,7800.95,7721.2,7741.0,151715828.0,6722.17,2016-01-06
2016-01-07,7673.35,7674.95,7556.6,7568.3,194732861.0,7803.21,2016-01-07
2016-01-08,7611.65,7634.1,7581.05,7601.35,162348690.0,6753.57,2016-01-08
2016-01-11,7527.45,7605.1,7494.35,7563.85,194836791.0,7327.15,2016-01-11
2016-01-12,7587.2,7588.3,7487.8,7510.3,168975973.0,7071.48,2016-01-12
2016-01-13,7557.9,7590.95,7425.8,7562.4,221908258.0,9585.17,2016-01-13
2016-01-14,7467.4,7604.8,7443.8,7536.8,206988549.0,9246.75,2016-01-14
2016-01-15,7561.65,7566.5,7427.3,7437.8,203643071.0,8279.07,2016-01-15
2016-01-18,7420.35,7463.65,7336.4,7351.0,240798183.0,8431.56,2016-01-18
2016-01-19,7381.8,7462.75,7364.15,7435.1,194068339.0,7038.84,2016-01-19
2016-01-20,7357.0,7470.9,7241.5,7309.3,232614141.0,8794.16,2016-01-20
2016-01-21,7376.65,7398.7,7250.0,7276.8,248113284.0,9401.16,2016-01-21
2016-01-22,7355.7,7433.4,7327.6,7422.45,236282061.0,7666.39,2016-01-22
2016-01-25,7468.75,7487.15,7421.2,7436.15,168202502.0,5910.99,2016-01-25
2016-01-27,7469.6,7477.9,7419.7,7437.75,193389891.0,6834.77,2016-01-27
2016-01-28,7426.5,7468.85,7409.6,7424.65,283036298.0,10049.88,2016-01-28
2016-01-29,7413.35,7575.65,7402.8,7563.55,307934042.0,11277.33,2016-01-29
2016-02-01,7589.5,7600.45,7541.25,7555.95,206645021.0,8209.5,2016-02-01
2016-02-02,7566.65,7576.3,7428.05,7455.55,237338907.0,8030.99,2016-02-02
2016-02-03,7392.45,7419.4,7350.3,7361.8,197863301.0,6748.17,2016-02-03
2016-02-04,7411.45,7457.05,7365.95,7404.0,229563364.0,7465.35,2016-02-04
2016-02-05,7418.25,7503.15,7406.65,7489.1,257518899.0,8628.24,2016-02-05
2016-02-08,7489.7,7512.55,7363.2,7387.25,176758985.0,5746.45,2016-02-08
2016-02-09,7303.95,7323.45,7275.15,7298.2,218730280.0,7415.13,2016-02-09
2016-02-10,7264.3,7271.85,7177.75,7215.7,254481339.0,8129.65,2016-02-10
2016-02-11,7203.6,7208.65,6959.95,6976.35,301302956.0,9250.27,2016-02-11
2016-02-12,7023.65,7034.8,6869.0,6980.95,344210729.0,11062.63,2016-02-12
2016-02-15,7057.35,7182.8,7056.8,7162.95,365217073.0,10204.34,2016-02-15
2016-02-16,7201.25,7204.65,7037.7,7048.25,261607451.0,7638.39,2016-02-16
2016-02-17,7058.85,7123.7,6960.65,7108.45,268017961.0,7686.32,2016-02-17
2016-02-18,7177.4,7215.1,7127.85,7191.75,254331498.0,8051.51,2016-02-18
2016-02-19,7170.55,7226.85,7145.95,7210.75,198206480.0,6156.58,2016-02-19
2016-02-22,7208.85,7252.4,7200.7,7234.55,159162842.0,5832.89,2016-02-22
2016-02-23,7240.3,7241.7,7090.7,7109.55,200396978.0,6433.16,2016-02-23
2016-02-24,7075.0,7090.8,7009.75,7018.7,205898417.0,6497.18,2016-02-24
2016-02-25,7029.85,7034.2,6961.4,6970.6,291932544.0,9090.16,2016-02-25
2016-02-26,7039.3,7052.9,6985.1,7029.75,213142575.0,6880.96,2016-02-26
2016-02-29,7050.45,7094.6,6825.8,6987.05,487969285.0,15992.15,2016-02-29
2016-03-01,7038.25,7235.5,7035.1,7222.3,283561570.0,9896.58,2016-03-01
2016-03-02,7321.7,7380.35,7308.15,7368.85,348965708.0,10983.06,2016-03-02
2016-03-03,7429.55,7483.95,7406.05,7475.6,287248532.0,9255.43,2016-03-03
2016-03-04,7505.4,7505.9,7444.1,7485.35,290441230.0,8135.06,2016-03-04
2016-03-08,7486.4,7527.15,7442.15,7485.3,264945393.0,8417.86,2016-03-08
2016-03-09,7436.1,7539.0,7424.3,7531.8,252709391.0,9036.29,2016-03-09
2016-03-10,7545.35,7547.1,7447.4,7486.15,231584305.0,8875.92,2016-03-10
2016-03-11,7484.85,7543.95,7460.6,7510.2,204806572.0,7558.55,2016-03-11
2016-03-14,7542.6,7583.7,7515.05,7538.75,172067214.0,6330.45,2016-03-14
2016-03-15,7535.85,7545.2,7452.8,7460.6,199653871.0,7577.78,2016-03-15
2016-03-16,7457.05,7508.0,7405.15,7498.75,201430035.0,7102.59,2016-03-16
2016-03-17,7557.4,7585.3,7479.4,7512.55,247043954.0,9539.89,2016-03-17
2016-03-18,7534.65,7613.6,7517.9,7604.35,244727490.0,9971.59,2016-03-18
2016-03-21,7619.2,7713.55,7617.7,7704.25,202853386.0,8381.51,2016-03-21
2016-03-22,7695.55,7728.2,7643.8,7714.9,215355848.0,8628.05,2016-03-22
2016-03-23,7717.45,7726.85,7670.6,7716.5,205794773.0,7612.54,2016-03-23
2016-03-28,7741.0,7749.4,7587.7,7615.1,249905118.0,10102.36,2016-03-28
2016-03-29,7606.55,7652.9,7582.25,7597.0,223493457.0,10474.75,2016-03-29
2016-03-30,7651.1,7741.95,7643.45,7735.2,239843751.0,9908.6,2016-03-30
2016-03-31,7727.65,7777.6,7702.0,7738.4,391914059.0,15918.74,2016-03-31
2016-04-01,7718.05,7740.15,7666.1,7713.05,189571551.0,8118.47,2016-04-01
2016-04-04,7733.15,7764.45,7704.4,7758.8,160277940.0,6506.44,2016-04-04
2016-04-05,7736.3,7736.3,7588.65,7603.2,210126897.0,8412.34,2016-04-05
2016-04-06,7636.05,7638.65,7591.75,7614.35,170653808.0,6802.69,2016-04-06
2016-04-07,7630.4,7630.75,7535.85,7546.45,241684050.0,7709.23,2016-04-07
2016-04-08,7542.35,7569.35,7526.7,7555.2,147816460.0,5981.23,2016-04-08
2016-04-11,7577.8,7678.8,7516.85,7671.4,185353268.0,7055.61,2016-04-11
2016-04-12,7669.25,7717.4,7663.35,7708.95,168508978.0,6945.44,2016-04-12
2016-04-13,7777.15,7864.8,7772.2,7850.45,227217288.0,10071.44,2016-04-13
2016-04-18,7908.15,7920.6,7842.75,7914.7,190258561.0,10356.03,2016-04-18
2016-04-20,7950.05,7950.4,7877.55,7914.75,211630060.0,10069.83,2016-04-20
2016-04-21,7953.65,7978.45,7884.1,7912.05,230577117.0,9613.3,2016-04-21
2016-04-22,7891.8,7923.35,7873.35,7899.3,188988540.0,7714.04,2016-04-22
2016-04-25,7894.8,7911.0,7827.0,7855.05,150776959.0,7362.13,2016-04-25
2016-04-26,7828.15,7974.5,7822.55,7962.65,208656803.0,9686.21,2016-04-26
2016-04-27,7942.0,7991.0,7940.55,7979.9,213174058.0,9669.04,2016-04-27
2016-04-28,7967.4,7992.0,7834.45,7847.25,301485186.0,14943.3,2016-04-28
2016-04-29,7844.25,7889.05,7788.7,7849.8,251227047.0,9872.58,2016-04-29
2016-05-02,7822.7,7829.8,7777.3,7805.9,150818181.0,6079.16,2016-05-02
2016-05-03,7824.8,7890.25,7735.15,7747.0,192271370.0,8536.83,2016-05-03
2016-05-04,7724.15,7749.0,7697.25,7706.55,205939089.0,7816.27,2016-05-04
2016-05-05,7731.0,7777.55,7706.85,7735.5,190792828.0,8089.45,2016-05-05
2016-05-06,7717.65,7738.9,7678.35,7733.45,168662226.0,6296.51,2016-05-06
2016-05-09,7755.25,7873.65,7753.55,7866.05,165616829.0,7559.77,2016-05-09
2016-05-10,7873.55,7896.9,7837.7,7887.8,166957276.0,7306.72,2016-05-10
2016-05-11,7804.65,7893.1,7780.9,7848.85,220712496.0,9394.05,2016-05-11
2016-05-12,7871.45,7916.05,7849.65,7900.4,157444918.0,7171.91,2016-05-12
2016-05-13,7881.0,7881.0,7784.2,7814.9,185061782.0,10152.08,2016-05-13
2016-05-16,7831.2,7873.9,7772.15,7860.75,211547775.0,7790.24,2016-05-16
2016-05-17,7896.85,7940.1,7879.7,7890.75,189140810.0,8195.95,2016-05-17
2016-05-18,7846.75,7882.05,7810.75,7870.15,161169418.0,7333.13,2016-05-18
2016-05-19,7875.5,7876.2,7766.8,7783.4,175711829.0,7163.38,2016-05-19
2016-05-20,7792.2,7812.4,7735.75,7749.7,161889432.0,6798.89,2016-05-20
2016-05-23,7813.95,7820.6,7722.2,7731.05,177347948.0,7141.74,2016-05-23
2016-05-24,7738.05,7761.55,7715.8,7748.85,151538169.0,6119.23,2016-05-24
2016-05-25,7811.8,7941.2,7809.3,7934.9,181636649.0,8202.39,2016-05-25
2016-05-26,7974.45,8083.0,7948.5,8069.65,272456307.0,12422.0,2016-05-26
2016-05-27,8081.95,8164.2,8077.05,8156.65,268963949.0,10607.22,2016-05-27
2016-05-30,8166.5,8200.0,8150.8,8178.5,255086293.0,9199.38,2016-05-30
2016-05-31,8209.85,8213.6,8134.3,8160.1,485645737.0,21491.53,2016-05-31
2016-06-01,8179.2,8215.35,8171.05,8179.95,200371829.0,8408.53,2016-06-01
2016-06-02,8156.9,8229.5,8154.75,8218.95,187316365.0,8389.69,2016-06-02
2016-06-03,8246.2,8262.0,8209.85,8220.8,390652017.0,10762.52,2016-06-03
2016-06-06,8228.75,8234.7,8186.05,8201.05,176885226.0,7657.92,2016-06-06
2016-06-07,8235.55,8294.95,8216.4,8266.45,249365706.0,10462.49,2016-06-07
2016-06-08,8285.5,8288.9,8252.05,8273.05,179710369.0,7614.02,2016-06-08
2016-06-09,8273.35,8273.35,8184.6,8203.6,180293039.0,7973.1,2016-06-09
2016-06-10,8180.25,8265.6,8162.85,8170.05,187757375.0,7853.83,2016-06-10
2016-06-13,8102.25,8125.25,8063.9,8110.6,174916286.0,7343.99,2016-06-13
2016-06-14,8134.4,8134.95,8069.5,8108.85,150042362.0,6003.23,2016-06-14
2016-06-15,8139.4,8213.2,8123.15,8206.6,174953935.0,6945.89,2016-06-15
2016-06-16,8180.65,8180.65,8074.45,8140.75,195028743.0,7764.57,2016-06-16
2016-06-17,8176.65,8195.25,8135.8,8170.2,171842760.0,7741.9,2016-06-17
2016-06-20,8115.75,8244.15,8107.35,8238.5,173750792.0,7392.97,2016-06-20
2016-06-21,8255.4,8257.25,8202.15,8219.9,141161921.0,5978.26,2016-06-21
2016-06-22,8213.65,8238.35,8153.25,8203.7,140268297.0,6377.69,2016-06-22
2016-06-23,8201.15,8285.6,8188.3,8270.45,158852677.0,6805.86,2016-06-23
2016-06-24,8029.1,8100.7,7927.05,8088.6,306803641.0,13263.08,2016-06-24
2016-06-27,8039.35,8120.65,8039.35,8094.7,167462711.0,7614.06,2016-06-27
2016-06-28,8096.05,8146.35,8086.85,8127.85,175724276.0,7777.39,2016-06-28
2016-06-29,8173.1,8212.4,8157.65,8204.0,151499716.0,6940.87,2016-06-29
2016-06-30,8260.25,8308.15,8242.1,8287.75,288031935.0,12346.32,2016-06-30
2016-07-01,8313.05,8356.75,8308.65,8328.35,170581881.0,7358.38,2016-07-01
2016-07-04,8376.75,8398.45,8364.7,8370.7,158955823.0,6662.92,2016-07-04
2016-07-05,8379.3,8381.45,8319.95,8335.95,143253937.0,5976.01,2016-07-05
2016-07-07,8342.0,8361.95,8317.7,8337.9,160327315.0,7592.94,2016-07-07
2016-07-08,8350.0,8353.3,8287.55,8323.2,142159935.0,6886.33,2016-07-08
2016-07-11,8413.35,8475.25,8407.05,8467.9,154399933.0,7576.69,2016-07-11
2016-07-12,8502.6,8526.6,8479.2,8521.05,189339750.0,7873.74,2016-07-12
2016-07-13,8540.45,8550.25,8493.55,8519.5,201492184.0,8284.38,2016-07-13
