Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2/11/2013,1593.7,1594.9,1555.85,1556.15,1558.8,361453,5665.67
2/12/2013,1561.55,1584,1548.15,1558,1558.95,442763,6929
2/13/2013,1559.7,1570,1530,1530,1532.45,598533,9259.42
2/14/2013,1515.1,1518.45,1476.35,1478.65,1485.25,1655638,24741.82
2/15/2013,1477.25,1485,1463.5,1470.5,1475.05,688998,10148.69
2/18/2013,1476,1485,1466.5,1479.1,1479.8,457163,6758.17
2/19/2013,1471.25,1524.8,1463.3,1499.8,1511.25,814306,12164.19
2/20/2013,1503.25,1511.25,1482.35,1505.2,1508.3,639004,9602.48
2/21/2013,1494,1507.9,1450.15,1455.85,1467.5,957074,14227.78
2/22/2013,1463.4,1467,1430.1,1436.2,1438.4,648683,9390.25
2/25/2013,1442,1459.9,1438.25,1448.55,1444.1,399084,5778.67
2/26/2013,1440,1440,1391.1,1392,1404.3,686212,9689.8
2/27/2013,1400,1429.85,1377.2,1401,1408.55,504783,7090.83
2/28/2013,1415.3,1418.8,1340.3,1371.35,1354.35,2957853,40373.11
3/1/2013,1364,1436.4,1362.25,1425.9,1424.4,935306,13167.43
3/4/2013,1408.1,1416.8,1390.9,1400,1398.75,277745,3892.11
3/5/2013,1395,1444.8,1395,1426,1430.75,620394,8862.44
3/6/2013,1434.45,1442.2,1411.3,1425,1424.45,436690,6233.62
3/7/2013,1419.5,1454.8,1409.85,1449,1449.35,425637,6128.21
3/8/2013,1460,1473.95,1415.9,1430.6,1428.95,756489,10872.49
3/11/2013,1438.9,1448,1414,1419,1417.95,372123,5319.25
3/12/2013,1410.65,1430,1401.7,1414.3,1417,423192,6001.78
3/13/2013,1404,1413.7,1371,1374.5,1374.25,328461,4558.15
3/14/2013,1372,1424.9,1360.75,1423,1418.8,627771,8797.25
3/15/2013,1424,1427.8,1387.6,1402.1,1406.7,444509,6254.75
3/18/2013,1390,1393.9,1355.65,1363.25,1361.05,369621,5065.17
3/19/2013,1366,1382.8,1335.05,1367,1364.65,677734,9239.26
3/20/2013,1355,1374,1332,1346.9,1342.6,454199,6151.68
3/21/2013,1343,1357.7,1288,1312.1,1306.95,707612,9308.41
3/22/2013,1313.8,1323,1295.5,1303,1305.55,719856,9404.13
3/25/2013,1321,1330,1276.4,1285,1285.2,336083,4378.31
3/26/2013,1275.2,1297.9,1266.1,1290,1293.25,303740,3901.38
3/28/2013,1287,1315.8,1271.7,1275,1281.2,840376,10859.18
4/1/2013,1280,1288.4,1262,1282,1283.8,280418,3580.73
4/2/2013,1275,1315.85,1260,1304.55,1307.8,798827,10380.73
4/3/2013,1295,1328.4,1295,1298,1303.5,361668,4757.16
4/4/2013,1292,1329.5,1282,1320,1311.1,385661,5052.5
4/5/2013,1327,1424,1327,1405.25,1406.3,1681662,23329.48
4/8/2013,1402.2,1424,1381.25,1423,1420.15,781175,10972.15
4/9/2013,1426,1442,1401,1411,1407.4,682014,9715.7
4/10/2013,1413.1,1417.65,1384.25,1413,1412.6,479132,6723.05
4/11/2013,1414,1432,1397.8,1425.25,1428.05,506487,7174.24
4/12/2013,1420,1430,1402.15,1405,1408.45,245123,3472.58
4/15/2013,1400,1444.9,1396.35,1424.9,1422.9,358385,5108.5
4/16/2013,1415,1487.9,1415,1485,1482.05,620229,9084.39
4/17/2013,1486.1,1504.8,1467.1,1494,1494.5,422625,6298.21
4/18/2013,1485.3,1533.45,1485.3,1519.9,1524.6,540860,8182.4
4/22/2013,1528,1553.85,1525.9,1543.65,1540.45,352370,5423.16
4/23/2013,1541,1544.2,1515.15,1538.55,1536.35,288841,4415.86
4/25/2013,1541.9,1599.25,1541.9,1582.45,1590.95,775649,12235.58
4/26/2013,1590.95,1693,1567.5,1674,1673.15,3505606,57924.99
4/29/2013,1675.85,1704.35,1675.85,1684,1683.5,897487,15162.65
4/30/2013,1690,1697,1655.85,1668,1669.6,400577,6701.96
5/2/2013,1642,1709.7,1642,1682,1679.8,877894,14790.77
5/3/2013,1682.75,1699.5,1661.6,1665.6,1665.4,575722,9638.95
5/6/2013,1669,1699,1657.4,1697.05,1692.4,414868,6974.87
5/7/2013,1700,1707.15,1683.8,1695,1692.8,462187,7822.57
5/8/2013,1697,1697,1674,1678.45,1680.85,306652,5157.58
5/9/2013,1682.25,1684,1655.9,1662,1660.15,344448,5746.94
5/10/2013,1675,1734.9,1673,1733.35,1727.95,1228156,21062.1
5/11/2013,1730,1739.95,1721.2,1738,1734.65,114025,1974.2
5/13/2013,1740,1740,1698.85,1705,1705,347596,5974.06
5/14/2013,1706,1715.9,1691.5,1705.2,1703.9,300610,5122.07
5/15/2013,1719.75,1758,1711.8,1737,1739.05,653485,11382.56
5/16/2013,1730.1,1749.8,1722.3,1725.25,1728.2,289810,5022.56
5/17/2013,1730,1741.25,1700.7,1709,1708.7,288440,4941.02
5/20/2013,1715,1774.4,1715,1741.8,1742.25,549253,9622.31
5/21/2013,1742.35,1744.55,1691.6,1698.9,1697.4,559417,9563.78
5/22/2013,1705,1714.65,1682,1686.05,1687.6,419210,7110.9
5/23/2013,1680,1687.45,1586.1,1640.15,1647.5,1072941,17485.44
5/24/2013,1650.4,1777,1614,1777,1674.9,743669,12298.03
5/27/2013,1670,1670,1633.7,1645.15,1648.75,584287,9620.56
5/28/2013,1650.05,1669,1650.05,1652.7,1655.1,333797,5535.17
5/29/2013,1650,1661.8,1620.65,1632,1634.15,457835,7511.77
5/30/2013,1623,1646,1603.35,1634.2,1637.5,593474,9661.52
5/31/2013,1625.1,1652.9,1598.15,1605,1605.6,410598,6679.37
6/3/2013,1599.95,1599.95,1548.35,1569,1568.55,432366,6755.52
6/4/2013,1555.65,1588.75,1539.3,1551,1546.8,431388,6731.63
6/5/2013,1550.1,1576.3,1533.25,1569.3,1568.25,621196,9699.52
6/6/2013,1558.8,1598.8,1550,1592,1587.1,498248,7875.07
6/7/2013,1565,1583.5,1545,1549.65,1554.9,780953,12219.56
6/10/2013,1575,1580.95,1510.15,1525.9,1521.85,503982,7739.81
6/11/2013,1512,1521,1481,1495,1490.45,675122,10088.62
6/12/2013,1486,1490,1461.9,1478.25,1479.65,469660,6921.78
6/13/2013,1459,1461.5,1430,1455,1456.6,690959,10002.11
6/14/2013,1482,1520,1471.65,1516,1514.15,383703,5769.99
6/17/2013,1535.1,1551.4,1505.1,1537,1535.25,533292,8166.5
6/18/2013,1535,1547,1521,1540,1538.55,529919,8140.79
6/19/2013,1529.2,1549.5,1524,1540,1543.75,389004,5968.89
6/20/2013,1520,1540.9,1493.25,1526,1525.15,505078,7666.23
6/21/2013,1520,1559.9,1511.75,1553,1554.65,433570,6686.51
6/24/2013,1546,1572,1531.8,1545,1544.45,707604,10963.64
6/25/2013,1540,1557.2,1502.25,1545,1545.2,484805,7422.34
6/26/2013,1546.2,1557.9,1513.6,1549.1,1544.75,408512,6296.98
6/27/2013,1560,1565,1511.2,1523.35,1521.2,493875,7563.44
6/28/2013,1540,1549.2,1517.1,1533.15,1537.75,444718,6796.86
7/1/2013,1540,1622.4,1515,1595,1605.45,856025,13361.54
7/2/2013,1590.5,1619,1572.5,1572.5,1578.65,589430,9417.06
7/3/2013,1561,1581,1555.65,1559.45,1560.95,173724,2721.1
7/4/2013,1570,1577,1533.05,1556.1,1557.35,278194,4324.94
7/5/2013,1571,1575,1549,1552.5,1554.55,273858,4271.17
7/8/2013,1545,1563,1530,1551,1551.05,311166,4814.45
7/9/2013,1544,1549,1521,1542.65,1543.85,467745,7186.11
7/10/2013,1537.05,1549.65,1530,1547.95,1543.5,344394,5308.35
7/11/2013,1560,1579.1,1497.25,1499.7,1505.55,543696,8349.93
7/12/2013,1495,1505.05,1438.5,1457,1447.95,945429,13802.34
7/15/2013,1449,1465,1433.15,1445.65,1446.6,522612,7562.8
7/16/2013,1429,1429.9,1401,1413.7,1411.25,817379,11539.97
7/17/2013,1412.25,1432.8,1401.5,1415.2,1421.15,1141103,16091.27
7/18/2013,1415,1456,1407.2,1455.5,1445.55,714436,10260.4
7/19/2013,1450.25,1462,1432.1,1449,1451.5,403857,5853.38
7/22/2013,1437,1466.5,1435,1450,1448.45,324022,4709.25
7/23/2013,1442.3,1464,1439.7,1449,1448.7,451305,6556.9
7/24/2013,1437,1443.8,1402.1,1415,1416.05,405613,5745.65
7/25/2013,1420.4,1452.15,1402.25,1412,1414,1896090,26905.15
7/26/2013,1448,1448,1352.7,1373.4,1375.4,1226137,16908.59
7/29/2013,1375,1378.1,1335.8,1347.95,1348.2,710715,9574.89
7/30/2013,1349.9,1362.8,1340.5,1343.05,1342.4,459744,6200.34
7/31/2013,1336,1336,1292,1325,1326.3,500776,6622.11
8/1/2013,1326,1359.6,1322.25,1340,1340.3,797570,10700.32
8/2/2013,1358,1363.85,1327.65,1341,1337.7,360939,4858.17
8/5/2013,1345.25,1361.8,1332.05,1341.1,1343.9,178344,2401.08
8/6/2013,1330,1358.75,1309.25,1332,1331.95,301434,4030.61
8/7/2013,1345,1349.9,1302,1326.25,1330.85,456603,6039.63
8/8/2013,1331.1,1392.4,1331.1,1385.4,1385.05,1398921,19282.45
8/12/2013,1392.25,1409,1372.2,1374.45,1380.2,700028,9771.91
8/13/2013,1355,1412.85,1355,1396.25,1396.95,1031827,14430.53
8/14/2013,1398,1424,1385,1385.1,1391.2,530381,7435.32
8/16/2013,1389.15,1389.2,1317.15,1320,1325.1,1464791,19454.72
8/19/2013,1320,1336.8,1300,1309,1308.45,429786,5631.06
8/20/2013,1300,1306.7,1268.6,1305,1297.9,916913,11801.87
8/21/2013,1313,1324.85,1275,1293,1284.45,926580,12037.04
8/22/2013,1284.2,1299,1232.6,1293,1285.7,1030562,13082.22
8/23/2013,1299.9,1324,1266.05,1297,1293,621224,8007.67
8/26/2013,1300,1318.3,1294.45,1310,1308.15,438706,5738.4
8/27/2013,1299.9,1306.95,1240,1265,1260.25,929746,11721.47
8/28/2013,1238,1249,1215,1236.75,1236.35,1150637,14168.63
8/29/2013,1240.5,1263.8,1223.3,1238,1250.6,573972,7127.66
8/30/2013,1246,1249,1225,1248.8,1243.55,758972,9401.37
9/2/2013,1240.25,1307.6,1233,1298.95,1300,537411,6856.43
9/3/2013,1315,1319.6,1254.5,1282,1276.05,627614,8080.21
9/4/2013,1269,1282.8,1242,1275.2,1276.5,656723,8287.01
9/5/2013,1290,1314.35,1290,1296.35,1299.6,531076,6915.54
9/6/2013,1311,1311.95,1277,1280.95,1288.4,473918,6122.61
9/10/2013,1305,1349.95,1300,1338.7,1336.65,857196,11448.02
9/11/2013,1351,1388.8,1346.3,1355.7,1360.8,1255303,17198.79
9/12/2013,1367.95,1376,1315.55,1316.55,1320.9,523296,7023.55
9/13/2013,1315,1335,1301,1318.7,1315.9,534719,7035.8
9/16/2013,1343.35,1379.3,1334.45,1362,1359.9,707004,9618.57
9/17/2013,1362,1388.8,1360,1375.7,1375.8,478211,6582.06
9/18/2013,1385,1405,1377,1402,1401.85,413270,5758.55
9/19/2013,1441,1503.4,1441,1475.45,1480,1132596,16794.51
9/20/2013,1479.9,1482,1401,1465.25,1467.25,751243,10811.38
9/23/2013,1450,1454.4,1388,1390,1401.25,500010,7065.06
9/24/2013,1390,1442,1387,1411.7,1410.8,517200,7343.46
9/25/2013,1414.9,1423,1376.15,1390.25,1393.2,326342,4563.97
9/26/2013,1415,1423,1380.1,1385.85,1387.55,537625,7508.28
9/27/2013,1391.9,1407.7,1361.55,1364.15,1366.95,599199,8265.49
9/30/2013,1366,1373.65,1340,1363,1358.55,406918,5497.89
10/1/2013,1364.05,1410,1364,1380.45,1380.2,931358,12922.19
10/3/2013,1394.95,1420,1375.2,1415.7,1412.35,650153,9143.82
10/4/2013,1410.5,1434.95,1406.05,1429,1428.5,666373,9500.36
10/7/2013,1425,1432.7,1402.05,1408.1,1410.2,329756,4657.85
10/8/2013,1420,1423.85,1400,1401.05,1406.6,411447,5813.87
10/9/2013,1407,1407,1386.2,1399.8,1398.5,481828,6728.11
10/10/2013,1399,1425.2,1398.25,1420,1421.1,617290,8750.6
10/11/2013,1436.1,1470,1413.1,1467.05,1464,762748,11054.78
10/14/2013,1465.25,1479,1442.4,1448.5,1446.9,697237,10210.91
10/15/2013,1452,1473.2,1431,1439.75,1439.9,413066,5987.3
10/17/2013,1440.05,1451.8,1418,1423.8,1427.05,316070,4536.6
10/18/2013,1432,1472.5,1428.1,1469,1468.75,490221,7157.43
10/21/2013,1470.35,1542.75,1470.1,1520.9,1519.95,877353,13313.59
10/22/2013,1523,1536,1505.3,1516,1514.6,351924,5342.44
10/23/2013,1516.8,1545,1482.5,1530,1528.85,534863,8069.76
10/24/2013,1528,1549.75,1499.95,1514,1513.9,580715,8878.65
10/25/2013,1501.1,1533.1,1490,1509,1508.7,432129,6546.08
10/28/2013,1510.35,1529,1503,1513.65,1513.35,919522,13961.75
10/29/2013,1590.9,1646.5,1565.75,1645.75,1635.25,4085346,65656.67
10/30/2013,1641,1659.9,1625,1638.9,1636.65,951167,15619.89
10/31/2013,1626.1,1646.7,1617.25,1639.05,1636.2,760636,12407.52
11/1/2013,1642,1655.85,1626.25,1635.7,1636.15,733492,12035.22
11/3/2013,1636.5,1658,1636.5,1648.05,1650,111953,1847.49
11/5/2013,1645,1645,1617.2,1623,1623.25,491093,8009.38
11/6/2013,1622,1644,1610,1617,1614.55,526949,8574.14
11/7/2013,1610.3,1644.9,1602.4,1611,1610.8,496581,8052.35
11/8/2013,1605.1,1610,1557.5,1579.3,1580.55,740937,11697.1
11/11/2013,1580,1604,1561.3,1588.45,1582.55,509621,8081.72
11/12/2013,1591.5,1622,1582.1,1585,1587.1,720325,11549.3
11/13/2013,1580,1594,1573,1580,1579.5,446748,7073.63
11/14/2013,1596.7,1625,1591.45,1616.95,1612.6,633129,10193.38
11/18/2013,1627.7,1635.15,1612.05,1633.1,1629.35,642611,10433.58
11/19/2013,1630,1691.1,1625.45,1677.55,1682.55,1253144,20977.89
11/20/2013,1690,1700,1643.1,1643.1,1649.85,612988,10263.01
11/21/2013,1654.9,1667.7,1638.85,1655.5,1647,591465,9777.43
11/22/2013,1662,1676.75,1636.25,1640,1640.15,822901,13566.41
11/25/2013,1653,1689.8,1646.3,1689.5,1678.9,730897,12192.95
11/26/2013,1680,1688,1654.55,1657.35,1663.3,395917,6603.69
11/27/2013,1668.05,1670,1641,1655,1659.95,571218,9447.45
11/28/2013,1669,1675,1648.15,1669.55,1666.65,888680,14780.56
11/29/2013,1670,1692.65,1667.15,1673,1676.15,502124,8438
12/2/2013,1670,1682.3,1656.6,1660,1661.4,495575,8261.5
12/3/2013,1660,1686.85,1652.25,1660.25,1663.25,572128,9562.71
12/4/2013,1652.3,1669.8,1633.95,1637.55,1639.75,428767,7091.07
12/5/2013,1667.15,1708.7,1667.15,1703,1700.15,1947489,32885.28
12/6/2013,1705.75,1717.65,1694,1703,1701.5,834899,14260.46
12/9/2013,1738.9,1770,1709.5,1769,1763.75,1184977,20599.37
12/10/2013,1763,1780.6,1746,1750.55,1751.8,1048021,18426.03
12/11/2013,1743.3,1775.9,1735,1754,1753,668007,11734.03
12/12/2013,1748,1748,1710.4,1715,1714.8,478485,8259.06
12/13/2013,1710,1719.95,1682.6,1694.95,1689.6,577334,9808.34
12/16/2013,1687,1714.9,1676,1703.6,1701.6,428119,7260.17
12/17/2013,1710.2,1731.7,1694.95,1699,1701.9,552326,9472.52
12/18/2013,1703.75,1740.85,1695.4,1738.45,1729.95,791839,13648.52
12/19/2013,1741,1798,1725.25,1784,1780.55,1469454,25999.92
12/20/2013,1795,1830,1774.95,1809,1809.65,1493300,26967.41
12/23/2013,1809,1819.9,1795.6,1802.2,1802.4,681383,12307.47
12/24/2013,1795,1802.55,1775.25,1792,1788.8,409326,7323.52
12/26/2013,1785,1803.75,1778.45,1792.2,1793.6,362435,6488.34
12/27/2013,1790.25,1800.7,1763,1773.45,1775.05,503568,8940.43
12/30/2013,1785,1794.85,1768,1779.9,1777.2,358010,6368.39
12/31/2013,1780.1,1784.95,1757.55,1762,1763.9,303542,5364.88
1/1/2014,1770,1776.9,1756.55,1763,1764,214453,3790.49
1/2/2014,1759,1814.8,1759,1770,1768.4,1565710,28112.57
1/3/2014,1766,1808.65,1752.25,1807,1798.6,583504,10405.02
1/6/2014,1805,1819.4,1792.55,1808,1807.7,549379,9917.36
1/7/2014,1838,1854.25,1820.1,1849,1845.75,1614578,29753.05
1/8/2014,1850,1860,1827.05,1850.4,1837.5,1398622,25772
1/9/2014,1858.8,1859,1801.1,1811.45,1811.8,947521,17318.74
1/10/2014,1811.1,1814.55,1768,1791.05,1794.1,670378,12054.63
1/13/2014,1800,1814.75,1765,1787.7,1782.75,559984,10000.73
1/14/2014,1783,1791.8,1759.1,1770.85,1773.35,530939,9406.02
1/15/2014,1790,1807,1767.1,1803,1800.1,612338,10950.77
1/16/2014,1803.1,1810.8,1785,1786.65,1789.85,429527,7709.63
1/17/2014,1778.2,1808.8,1766.3,1777,1775.2,310359,5548.4
1/20/2014,1774,1797.35,1762,1779.9,1778.2,340046,6054.75
1/21/2014,1782,1812.7,1782,1802,1801.9,541958,9777.73
1/22/2014,1805.5,1819,1795,1805.3,1807.85,424767,7686.53
1/23/2014,1796.1,1819.9,1788.45,1792,1793.8,493794,8918.52
1/24/2014,1784.9,1804.9,1769.25,1770.8,1774.25,377713,6742.9
1/27/2014,1755,1755,1690,1703.95,1702.3,923081,15791.57
1/28/2014,1715,1751.5,1540.4,1543.4,1566,6599087,107125.06
1/29/2014,1615.2,1697.8,1615.2,1675.05,1673.85,6737926,112507.71
1/30/2014,1668,1674,1625.6,1633.4,1635.9,1651215,27145.74
1/31/2014,1655,1655,1620.85,1641.4,1636.25,729347,11927.43
2/3/2014,1620,1660,1613.05,1614.85,1618.5,957497,15615.38
2/4/2014,1601,1630,1590,1619.85,1619.65,703285,11351.37
2/5/2014,1619,1623.1,1602.1,1606,1606.7,627278,10097.3
2/6/2014,1610.2,1644.95,1593,1643,1639.7,1237835,20081.52
2/7/2014,1654.95,1670.4,1648.5,1666,1664.95,921283,15315.61
2/10/2014,1665,1701.6,1665,1682.6,1688.85,896683,15093.51
2/11/2014,1690.25,1698,1668.1,1677,1678.15,294694,4944.64
2/12/2014,1685,1689.8,1643.1,1645,1647.7,442825,7340.42
2/13/2014,1646,1658.8,1632.5,1634,1641.25,439092,7216.2
2/14/2014,1642,1653.55,1615.65,1640.05,1643.4,451950,7386.86
2/17/2014,1635,1674.9,1635,1670.5,1665.7,617227,10233.49
2/18/2014,1675,1733.65,1666.1,1706,1708.45,954637,16249.91
2/19/2014,1714,1721,1692,1695.65,1698.1,341015,5807.44
2/20/2014,1697,1706,1674.2,1682,1683.3,344996,5826.57
2/21/2014,1686.1,1702.4,1671.55,1672.7,1675.6,340948,5749.2
2/24/2014,1675,1695,1645.8,1683,1684.4,326898,5486.36
2/25/2014,1690.1,1693.9,1672.4,1678,1678,245384,4120.51
2/26/2014,1668,1684.1,1651,1670.5,1664.05,584837,9739.57
2/28/2014,1640,1659.05,1573,1592,1589,1768632,28140.79
3/3/2014,1582,1616.9,1575,1582.5,1582.2,1060385,16891.9
3/4/2014,1577,1603,1550,1600.05,1597.4,797764,12605.3
3/5/2014,1614.7,1636.95,1593.55,1621.9,1625.4,728060,11800.18
3/6/2014,1629.7,1657,1618,1648,1650.45,422906,6924.68
3/7/2014,1655,1747,1640.2,1738,1735.05,944177,16107.79
3/10/2014,1730,1817.25,1716.65,1799.45,1801.1,1324717,23541.97
3/11/2014,1804,1811.7,1744.8,1752,1754.15,703249,12488.75
3/12/2014,1725,1791,1680,1763,1764.05,1443683,25205.11
3/13/2014,1766,1790.9,1733,1748,1747.35,641720,11342.12
3/14/2014,1715,1756.35,1710,1737,1738.45,588996,10223.6
3/18/2014,1900,1909,1852.25,1869.5,1868.2,1795672,33595.65
3/19/2014,1873,1889,1850.75,1864.6,1869.75,621508,11612.08
3/20/2014,1869,1874.8,1848.05,1860.8,1856.55,310199,5779.43
3/21/2014,1856.55,1879.25,1856.55,1867.95,1868.55,284182,5311.93
3/22/2014,1871,1878.9,1868.65,1869.15,1872.5,37419,701
3/24/2014,1877.65,1903,1873.25,1882,1886.3,329812,6223.9
3/25/2014,1881,1912,1875.85,1911,1901.7,395158,7485.46
3/26/2014,1911,1949,1911,1940,1937.1,634815,12303.31
3/27/2014,1941,1968.4,1920.15,1931.5,1935.55,825829,16019.74
3/28/2014,1935.9,1956.55,1920.1,1927,1931.4,326409,6319.05
3/31/2014,1937.95,1980,1925,1967.05,1971.75,437613,8579.31
4/1/2014,1976,1980,1922.1,1927,1930.85,288560,5612.29
4/2/2014,1935,1948.7,1922.85,1935.85,1933.2,268932,5207.44
4/3/2014,1940,1964.4,1927,1940.3,1939.7,307539,5973.49
4/4/2014,1940,1950,1917.15,1925,1927.2,195927,3788.72
4/7/2014,1925,1936,1872,1906,1904.95,319401,6061.22
4/9/2014,1890,1940,1876,1933.7,1932.5,698363,13370.4
4/10/2014,1933,1973.5,1916.1,1949,1959.95,486855,9517.78
4/11/2014,1941,1948.7,1923.15,1936.25,1935.7,504763,9760.7
4/15/2014,1924.3,1948.6,1904,1925,1927.2,228758,4395.11
4/16/2014,1929.25,1964.8,1926.45,1935.3,1935.25,371554,7238.22
4/17/2014,1937.5,1961.5,1915.9,1960.1,1951.35,337629,6579.48
4/21/2014,1953.45,2001,1953.45,1989.4,1988.3,481905,9575.17
4/22/2014,1998.95,2006.85,1967,1977,1975.6,323792,6421.48
4/23/2014,1984.9,1994,1969,1985,1982.05,398691,7902.47
4/25/2014,1990,1994,1917,1955,1956.2,1064921,20698.55
4/28/2014,1950,1966.8,1936.95,1951.75,1950.45,258675,5050.83
4/29/2014,1955,1961,1910.3,1915.7,1916.5,335612,6494.03
4/30/2014,1921.1,1940.8,1911,1927,1923,243902,4703.64
5/2/2014,1895,1908.7,1880.05,1883.4,1883.4,324650,6142.86
5/5/2014,1883,1916.4,1866,1898.85,1897.85,352889,6673.22
5/6/2014,1899,1916.05,1883,1910,1910.25,239206,4550.64
5/7/2014,1905.2,1907.2,1878.1,1887.85,1881.25,246112,4646.86
5/8/2014,1888,1900,1876.2,1900,1896.6,180796,3421.79
5/9/2014,1880,1983.75,1880,1976.15,1974.85,457287,8931.57
5/12/2014,1975,2064.85,1965.05,2052.95,2049.9,555623,11275.55
5/13/2014,2080,2120,2042.55,2090.3,2090.35,528807,11059.65
5/14/2014,2092,2120,2059.5,2082,2085.2,329237,6838.99
5/15/2014,2082,2127,2078,2127,2117.85,441637,9306.63
5/16/2014,2200,2318.5,2140.1,2157.65,2152.15,808438,17983.13
5/19/2014,2190,2250,2190,2211.95,2214.65,490566,10930.93
5/20/2014,2222,2236.8,2182.55,2190.9,2194,225127,4961.43
5/21/2014,2201,2209.95,2166,2166,2169.2,186665,4072.44
5/22/2014,2204.95,2287,2204.95,2256.45,2264.8,679922,15409.13
5/23/2014,2278.7,2403,2265.35,2390.15,2385.85,397790,9226.55
5/26/2014,2407.5,2505,2314.05,2340.1,2341.3,778712,18936.63
5/27/2014,2345.95,2368,2289,2300,2302.05,241821,5626.11
5/28/2014,2290,2360.3,2285.25,2310,2309.95,352579,8175.87
5/29/2014,2303.1,2337.7,2255.05,2313.55,2305.85,352983,8123.22
5/30/2014,2314.15,2339.95,2254,2266.15,2271.8,189180,4340.8
6/2/2014,2270,2340.35,2270,2339,2324.3,246577,5710.74
6/3/2014,2344.7,2356.8,2310,2342.3,2336.85,372134,8700.54
6/4/2014,2339.3,2393.05,2338,2377.75,2372.05,296026,7019.47
6/5/2014,2410,2427,2367.15,2371,2381.2,553410,13246.82
6/6/2014,2402,2412.9,2380,2388,2392.05,252012,6035.4
6/9/2014,2415,2449,2387.05,2432.5,2435.15,315081,7636.71
6/10/2014,2475,2484,2411,2473.45,2464.3,559445,13728.23
6/11/2014,2470,2482.5,2433,2440,2448.55,395488,9710.93
6/12/2014,2420,2488.35,2406.75,2486.8,2480.85,446513,11000.55
6/13/2014,2485,2496,2393.55,2404.8,2403.35,328108,8025.36
6/16/2014,2399,2409,2360.5,2380,2381.15,225806,5378.07
6/17/2014,2388,2422.5,2381,2407,2414.45,190284,4573.54
6/18/2014,2415,2449,2400,2435,2435,501190,12160.88
6/19/2014,2441,2449,2371,2371.25,2380.05,305893,7337.02
6/20/2014,2363.25,2397.35,2362,2365.15,2366.4,135952,3232.85
6/23/2014,2392,2394.95,2351.05,2385,2380.3,158501,3761.07
6/24/2014,2390,2422,2389.2,2419,2414.6,217974,5246.91
6/25/2014,2414.95,2528,2391.1,2464,2471,430866,10519.95
6/26/2014,2485,2503.95,2437.5,2480.35,2486.9,539042,13320.31
6/27/2014,2480.05,2480.05,2440,2443,2454.7,151990,3742.26
6/30/2014,2454.95,2469.5,2428.2,2437.5,2439.35,240672,5889.02
7/1/2014,2453.8,2605.4,2446.6,2582.5,2583.8,1505073,38412.1
7/2/2014,2593.8,2665,2568.25,2641.35,2641.95,775548,20386.04
7/3/2014,2650,2662,2615,2633.1,2629.9,395691,10434.49
7/4/2014,2627,2654.3,2616.65,2643,2642.5,346996,9156.33
7/7/2014,2649,2660,2618.6,2645,2638.85,252391,6650.72
7/8/2014,2660,2661.15,2578,2600,2589.65,325370,8488.23
7/9/2014,2607,2607,2492.2,2524.9,2516.45,406355,10394.89
7/10/2014,2517,2630,2490,2526.75,2531.7,349298,8880.7
7/11/2014,2525,2560.95,2472,2506.95,2504.65,273178,6860.31
7/14/2014,2482,2525.55,2482,2508.1,2509.65,142260,3569.76
7/15/2014,2526,2549.35,2507,2519,2518.45,171337,4325.8
7/16/2014,2524.95,2584.8,2502,2579.75,2572.15,255637,6499.07
7/17/2014,2575,2579.75,2527.25,2557,2560.35,214428,5474.87
7/18/2014,2550,2553.2,2505,2517.6,2524.6,260815,6577.38
7/21/2014,2524.6,2573,2524.6,2534.8,2541.35,238243,6084.27
7/22/2014,2545.8,2561,2493.65,2515.1,2513.4,236100,5966.68
7/23/2014,2525.15,2529.45,2479,2490,2490.05,253475,6335.52
7/24/2014,2500,2511,2485,2492,2498.7,288868,7213.37
7/25/2014,2497,2537,2496.9,2506.2,2509.3,230984,5819.02
7/28/2014,2510,2525,2492.6,2502,2505.5,182179,4573.12
7/30/2014,2509.95,2560,2485,2553.05,2552.45,189655,4797.27
7/31/2014,2564.75,2590,2511.4,2522,2524.05,958095,24444.43
8/1/2014,2510,2626.55,2509,2579,2586,943610,24465.66
8/4/2014,2590,2660,2571.4,2660,2645.7,480503,12581.2
8/5/2014,2653.7,2675,2628.6,2658,2665.85,412319,10954.44
8/6/2014,2654,2670,2630.35,2641.75,2637,238191,6311.65
8/7/2014,2629.5,2667,2629.5,2653,2649.4,286075,7585.65
8/8/2014,2629,2635,2593.5,2623,2622.6,266242,6957.9
8/11/2014,2639,2672,2635.05,2665,2664.55,226565,6020.03
8/12/2014,2672,2684.95,2647.2,2656.05,2664.25,223239,5943.21
8/13/2014,2653.3,2674.95,2643,2645.5,2650.95,186796,4959.17
8/14/2014,2645,2693,2645,2670,2666.55,311544,8327.07
8/18/2014,2651.15,2722.5,2651.15,2709.6,2703.55,359547,9697.42
8/19/2014,2715,2760,2712.2,2755,2749.3,404906,11081.36
8/20/2014,2749,2755,2724.95,2737,2737.85,212477,5812.1
8/21/2014,2743.95,2771,2738.1,2751.55,2750.55,206504,5692.31
8/22/2014,2756,2767.9,2729,2767.9,2754.85,192631,5291.2
8/25/2014,2781,2824.95,2779.2,2810.05,2805.85,390940,10954.72
8/26/2014,2785,2799.9,2755,2781,2772.4,295099,8187.77
8/27/2014,2785,2798.65,2760.75,2773,2769.25,308090,8540.41
8/28/2014,2775,2803.7,2761.7,2776.8,2784.5,444326,12374.17
